step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,balanceDeltaOrig,balanceDeltaDest,errorBalanceOrig,errorBalanceDest,isOrigZeroBalance,isDestZeroBalance,logAmount,transactionDay,transactionHour
211,CASH_OUT,111556.94,C129903242,0.0,0.0,C354729462,1910856.69,2022413.62,0,0,0.0,111556.93000000015,111556.94,0.0099999997764825,True,False,11.622299376171153,8,19
235,PAYMENT,1729.11,C1586938309,20005.0,18275.89,M1251473019,0.0,0.0,0,0,-1729.1100000000006,0.0,0.0,1729.11,False,True,7.455940269285488,9,19
322,CASH_OUT,112984.62,C465780108,52050.0,0.0,C271393801,122207.39,235192.02,0,0,-52050.0,112984.63,60934.62,-0.0099999999802093,False,False,11.635015832959496,13,10
273,CASH_OUT,10948.96,C383777331,104581.0,93632.04,C1236560241,202381.69,213330.65,0,0,-10948.960000000006,10948.959999999992,0.0,0.0,False,False,9.301091082269938,11,9
298,PAYMENT,19890.75,C1739749401,135609.47,115718.72,M927638169,0.0,0.0,0,0,-19890.75,0.0,0.0,19890.75,False,True,9.898060351889177,12,10
12,CASH_OUT,443746.02,C387794941,92857.0,0.0,C754329241,0.0,443746.02,0,0,-92857.0,443746.02,350889.02,0.0,False,False,13.003009904256256,0,12
231,PAYMENT,6071.07,C944199573,75028.43,68957.35,M516938403,0.0,0.0,0,0,-6071.079999999987,0.0,-0.0099999999802093,6071.07,False,True,8.71145484733576,9,15
379,CASH_OUT,32395.06,C1833032416,0.0,0.0,C160722351,5754948.75,5787343.81,0,0,0.0,32395.05999999959,32395.06,0.0,True,False,10.38579208944767,15,19
185,PAYMENT,31972.14,C1207746779,11961.0,0.0,M52897556,0.0,0.0,0,0,-11961.0,0.0,20011.14,31972.14,False,True,10.372651454309416,7,17
182,TRANSFER,619423.91,C535458649,0.0,0.0,C1359699810,5649342.84,6268766.74,0,0,0.0,619423.9000000004,619423.91,0.0099999997764825,True,False,13.336546762050975,7,14
260,PAYMENT,2775.25,C1077554732,59836.0,57060.75,M567833650,0.0,0.0,0,0,-2775.25,0.0,0.0,2775.25,False,True,7.928856375208637,10,20
190,CASH_IN,23023.11,C1224269094,9641072.32,9664095.44,C806541840,189328.28,166305.17,0,0,23023.11999999918,-23023.109999999982,46046.22999999858,46046.22,False,False,10.044297206739088,7,22
303,PAYMENT,14661.76,C1100506284,5958.0,0.0,M554243568,0.0,0.0,0,0,-5958.0,0.0,8703.76,14661.76,False,True,9.59306622511483,12,15
352,CASH_OUT,367552.79,C1056043602,0.0,0.0,C1555319369,12167845.85,12535398.64,0,0,0.0,367552.79000000097,367552.79,-1.862645149230957e-09,True,False,12.814624954271313,14,16
232,PAYMENT,34195.01,C1158160178,0.0,0.0,M1911312801,0.0,0.0,0,0,0.0,0.0,34195.01,34195.01,True,True,10.439864249577944,9,16
589,PAYMENT,4247.26,C1956383111,0.0,0.0,M431757756,0.0,0.0,0,0,0.0,0.0,4247.26,4247.26,True,True,8.354264766321878,24,13
140,PAYMENT,13198.54,C1846976416,23060.0,9861.46,M1891588284,0.0,0.0,0,0,-13198.54,0.0,0.0,13198.54,False,True,9.487937259482392,5,20
134,CASH_OUT,151289.37,C1147546568,0.0,0.0,C2019615110,2051510.74,2202800.11,0,0,0.0,151289.36999999988,151289.37,0.0,True,False,11.926956249370102,5,14
205,CASH_OUT,343146.37,C765777571,0.0,0.0,C1242694295,344143.76,687290.13,0,0,0.0,343146.37,343146.37,0.0,True,False,12.745915284020654,8,13
255,CASH_OUT,57299.58,C1734045096,0.0,0.0,C228504749,275599.16,332898.74,0,0,0.0,57299.580000000016,57299.58,0.0,True,False,10.956066024815652,10,15
162,CASH_IN,164865.25,C981510308,5065341.02,5230206.27,C1648232594,357582.91,192717.67,0,0,164865.25,-164865.23999999996,329730.5,329730.49,False,False,12.012889818103366,6,18
262,CASH_OUT,13845.29,C1559714086,0.0,0.0,C1864943711,2477960.52,2491805.8,0,0,0.0,13845.279999999795,13845.29,0.0100000002421438,True,False,9.535772605695795,10,22
306,CASH_IN,58948.64,C992660792,4251719.09,4310667.73,C1406946725,1373187.39,1314238.75,0,0,58948.6400000006,-58948.6399999999,117897.28000000026,117897.2799999998,False,False,10.98443879907664,12,18
36,CASH_OUT,8718.11,C1774249032,0.0,0.0,C600286160,148557.67,157275.77,0,0,0.0,8718.099999999977,8718.11,0.010000000038417,True,False,9.073272447473936,1,12
328,PAYMENT,61781.12,C128833092,32344.2,0.0,M309386556,0.0,0.0,0,0,-32344.2,0.0,29436.92,61781.12,False,True,11.031369281196216,13,16
37,CASH_IN,66995.57,C1239742036,12389823.27,12456818.84,C172503929,3663751.92,3596756.35,0,0,66995.5700000003,-66995.56999999983,133991.1400000006,133991.13999999966,False,False,11.112396703032791,1,13
135,CASH_IN,216019.05,C979300502,19810.0,235829.05,C838401352,5024733.97,4808714.92,0,0,216019.05,-216019.0499999998,432038.1,432038.0999999996,False,False,12.283126506432488,5,15
448,TRANSFER,24939.41,C1134556801,477353.0,452413.59,C1912843951,13011807.41,13036746.82,0,0,-24939.40999999997,24939.41000000015,0.0,0.0,False,False,10.124244658553591,18,16
416,CASH_IN,17156.98,C936853719,544976.22,562133.2,C163876353,130193.23,113036.26,0,0,17156.97999999998,-17156.97,34313.95999999996,34313.95,False,False,9.75021865049521,17,8
161,CASH_OUT,70231.3,C1397624720,0.0,0.0,C448070390,791437.76,861669.07,0,0,0.0,70231.30999999994,70231.3,-0.0099999998928979,True,False,11.159563598154046,6,17
185,CASH_OUT,347194.25,C256891670,21443.0,0.0,C1220214121,277437.97,624632.22,0,0,-21443.0,347194.25,325751.25,0.0,False,False,12.757642580799171,7,17
278,CASH_IN,154947.27,C199523059,2159708.27,2314655.54,C286566875,763745.81,608798.54,0,0,154947.27000000002,-154947.27000000002,309894.54000000004,309894.54000000004,False,False,11.950846598261666,11,14
393,PAYMENT,14653.4,C1317489342,0.0,0.0,M15703477,0.0,0.0,0,0,0.0,0.0,14653.4,14653.4,True,True,9.592495910648722,16,9
403,CASH_OUT,39775.97,C795345184,12901.0,0.0,C2016490618,0.0,39775.97,0,0,-12901.0,39775.97,26874.97,0.0,False,False,10.591043380577853,16,19
688,PAYMENT,17837.01,C201129268,21892.0,4054.99,M1395623690,0.0,0.0,0,0,-17837.010000000002,0.0,0.0,17837.01,False,True,9.78908685282696,28,16
136,CASH_IN,205682.57,C414097064,2687394.88,2893077.44,C914201866,280784.98,75102.41,0,0,205682.56000000008,-205682.57,411365.1299999999,411365.14,False,False,12.234094198848648,5,16
397,TRANSFER,3378505.87,C1038888425,0.0,0.0,C293997775,8300254.11,11678759.98,0,0,0.0,3378505.87,3378505.87,0.0,True,False,15.032944415419095,16,13
284,PAYMENT,4099.27,C1555295819,26909.0,22809.73,M128757585,0.0,0.0,0,0,-4099.27,0.0,0.0,4099.27,False,True,8.31880810418268,11,20
253,TRANSFER,539510.01,C1566813757,11019.0,0.0,C1233229818,984887.79,1524397.8,0,0,-11019.0,539510.01,528491.01,0.0,False,False,13.198418471257076,10,13
211,CASH_IN,314373.0,C371532250,2849428.74,3163801.75,C1051644323,1250546.09,936173.09,0,0,314373.0099999998,-314373.0000000001,628746.0099999998,628746.0000000001,False,False,12.658338638916568,8,19
43,PAYMENT,4398.57,C1097963824,26877.8,22479.23,M1318118965,0.0,0.0,0,0,-4398.57,0.0,0.0,4398.57,False,True,8.389262087858004,1,19
354,CASH_OUT,213692.42,C1457580683,52635.0,0.0,C1192332868,65939.86,279632.27,0,0,-52635.0,213692.41000000003,161057.42,0.0100000000093132,False,False,12.272297650004928,14,18
133,CASH_IN,119221.53,C802694570,4282524.45,4401745.97,C1369416524,546379.71,427158.18,0,0,119221.51999999955,-119221.52999999996,238443.0499999998,238443.06,False,False,11.688747025820348,5,13
34,CASH_OUT,22800.41,C352486546,0.0,0.0,C1114929268,525173.79,547974.2,0,0,0.0,22800.40999999992,22800.41,1.1641532182693479e-10,True,False,10.034577655135651,1,10
36,PAYMENT,5120.29,C903037225,194039.62,188919.33,M409553070,0.0,0.0,0,0,-5120.290000000008,0.0,0.0,5120.29,False,True,8.541161639423695,1,12
335,CASH_IN,225549.97,C1883375191,4822753.35,5048303.32,C1725608689,2042282.53,1816732.55,0,0,225549.97000000067,-225549.98,451099.9400000004,451099.95,False,False,12.326301443425832,13,23
129,PAYMENT,4892.22,C823055585,0.0,0.0,M1871726030,0.0,0.0,0,0,0.0,0.0,4892.22,4892.22,True,True,8.49560585246924,5,9
9,CASH_IN,141284.0,C2032230399,6329443.91,6470727.9,C1565462485,445449.18,49424.23,0,0,141283.99000000022,-396024.95,282567.9900000002,537308.95,False,False,11.858534405925027,0,9
47,CASH_OUT,259453.79,C474077963,222545.0,0.0,C1880357829,0.0,259453.79,0,0,-222545.0,259453.79,36908.79000000001,0.0,False,False,12.466337746756894,1,23
311,CASH_IN,535159.2,C252467213,1026416.18,1561575.38,C1245661726,2334266.26,1799107.06,0,0,535159.1999999998,-535159.1999999997,1070318.4,1070318.4,False,False,13.190321420307496,12,23
159,PAYMENT,38763.11,C946406059,133341.0,94577.89,M886638266,0.0,0.0,0,0,-38763.11,0.0,0.0,38763.11,False,True,10.565250097534864,6,15
348,CASH_IN,102593.75,C1043092101,10387.0,112980.75,C715193666,0.0,0.0,0,0,102593.75,0.0,205187.5,102593.75,False,True,11.538542040818957,14,12
182,PAYMENT,19644.21,C1046654272,354.0,0.0,M224475472,0.0,0.0,0,0,-354.0,0.0,19290.21,19644.21,False,True,9.885588821678365,7,14
308,PAYMENT,24712.49,C629410133,0.0,0.0,M754098955,0.0,0.0,0,0,0.0,0.0,24712.49,24712.49,True,True,10.115104527374491,12,20
518,PAYMENT,249.63,C1535142828,0.0,0.0,M479843079,0.0,0.0,0,0,0.0,0.0,249.63,249.63,True,True,5.523977747986521,21,14
38,CASH_OUT,230990.44,C482687046,0.0,0.0,C1843103642,1532626.25,1945749.16,0,0,0.0,413122.9099999999,230990.44,-182132.47,True,False,12.350135932540274,1,14
19,CASH_OUT,90916.46,C245331133,214963.26,124046.8,C1679897741,0.0,90916.46,0,0,-90916.46,90916.46,0.0,0.0,False,False,11.417707340928642,0,19
179,CASH_OUT,258613.38,C1347660612,92053.0,0.0,C380478208,528441.11,787054.49,0,0,-92053.0,258613.38,166560.38,0.0,False,False,12.463093350889112,7,11
18,CASH_OUT,8818.76,C2040515717,100686.6,91867.84,C622041326,17065.0,25883.76,0,0,-8818.76000000001,8818.759999999998,-1.4551915228366852e-11,3.637978807091713e-12,False,False,9.08474993774626,0,18
525,CASH_OUT,212494.98,C1217495242,94670.27,0.0,C750646337,453352.82,665847.8,0,0,-94670.27,212494.98000000004,117824.71,0.0,False,False,12.266678349520609,21,21
134,CASH_OUT,332390.07,C599556294,0.0,0.0,C2081193260,750815.38,1083205.45,0,0,0.0,332390.06999999995,332390.07,0.0,True,False,12.714067476379933,5,14
230,CASH_IN,11695.09,C1284556260,8985.0,20680.09,C570080904,787169.76,775474.67,0,0,11695.09,-11695.089999999967,23390.18,23390.17999999993,False,False,9.367009876898395,9,14
36,TRANSFER,397541.55,C1938877364,0.0,0.0,C76139730,6445258.18,6842799.73,0,0,0.0,397541.5500000008,397541.55,-9.313225746154783e-10,True,False,12.89305725137288,1,12
327,CASH_IN,130815.54,C182779257,7857647.83,7988463.37,C1966454489,2234978.51,2104162.97,0,0,130815.54000000004,-130815.53999999956,261631.08000000007,261631.0799999996,False,False,11.781551162610167,13,15
159,PAYMENT,7477.65,C119281402,153259.0,145781.35,M1818375526,0.0,0.0,0,0,-7477.649999999994,0.0,0.0,7477.65,False,True,8.919807573396394,6,15
15,PAYMENT,868.5,C1581230062,0.0,0.0,M356744024,0.0,0.0,0,0,0.0,0.0,868.5,868.5,True,True,6.767918333794338,0,15
403,PAYMENT,7429.8,C2099919229,0.0,0.0,M437969726,0.0,0.0,0,0,0.0,0.0,7429.8,7429.8,True,True,8.913388803517249,16,19
131,PAYMENT,7605.75,C899243796,0.0,0.0,M1407929953,0.0,0.0,0,0,0.0,0.0,7605.75,7605.75,True,True,8.936791289990314,5,11
225,PAYMENT,3958.2,C954271625,0.0,0.0,M1167311912,0.0,0.0,0,0,0.0,0.0,3958.2,3958.2,True,True,8.283797263637677,9,9
357,TRANSFER,1178667.53,C1365392659,288214.25,0.0,C1255873985,1268037.56,2446705.08,0,0,-288214.25,1178667.52,890453.28,0.0099999997764825,False,False,13.979895994952663,14,21
372,CASH_OUT,337632.61,C276040783,82.0,0.0,C627791258,0.0,337632.61,0,0,-82.0,337632.61,337550.61,0.0,False,False,12.729716592435803,15,12
210,CASH_OUT,420559.96,C902761730,986305.0,565745.04,C106283163,3467786.97,3888346.93,0,0,-420559.96,420559.96,0.0,0.0,False,False,12.949344718161448,8,18
155,CASH_OUT,102107.2,C993847777,0.0,0.0,C1577447011,1068666.93,1170774.13,0,0,0.0,102107.19999999995,102107.2,0.0,True,False,11.533788314346024,6,11
281,CASH_OUT,274512.84,C996014386,0.0,0.0,C1846495609,1317961.98,1592474.83,0,0,0.0,274512.8500000001,274512.84,-0.0100000000093132,True,False,12.522756957604264,11,17
44,CASH_IN,223169.11,C1695820252,24051.0,247220.11,C1676557920,105650.97,0.0,0,0,223169.11,-105650.97,446338.22,328820.08,False,False,12.315689584751166,1,20
48,PAYMENT,3132.59,C1286761736,90465.23,87332.64,M1260611849,0.0,0.0,0,0,-3132.5899999999965,0.0,0.0,3132.59,False,True,8.04993459112876,2,0
333,CASH_IN,116481.5,C683523786,1265177.32,1381658.82,C75004715,1428221.68,1311740.18,0,0,116481.5,-116481.5,232963.0,232963.0,False,False,11.665496326112276,13,21
159,PAYMENT,223.23,C308687683,20172.0,19948.77,M1616786848,0.0,0.0,0,0,-223.2299999999996,0.0,0.0,223.23,False,True,5.412672310785439,6,15
251,PAYMENT,11121.43,C1882740890,0.0,0.0,M646091208,0.0,0.0,0,0,0.0,0.0,11121.43,11121.43,True,True,9.31671906911128,10,11
301,CASH_IN,208452.22,C728798552,1389737.39,1598189.61,C733624898,1492208.54,1283756.32,0,0,208452.2200000002,-208452.22,416904.4400000002,416904.44,False,False,12.247469930539118,12,13
206,CASH_OUT,127846.92,C1562673924,152748.16,24901.24,C637016180,134408.52,262255.44,0,0,-127846.92,127846.92,0.0,0.0,False,False,11.75859671152168,8,14
136,CASH_OUT,336817.78,C9731944,51357.0,0.0,C727103798,972263.34,1309081.12,0,0,-51357.0,336817.78000000014,285460.78,0.0,False,False,12.727300319890784,5,16
347,TRANSFER,12845.71,C1198853911,44302.0,31456.29,C694090817,1425808.79,1438654.49,0,0,-12845.71,12845.699999999952,0.0,0.0100000000093132,False,False,9.460843026413396,14,11
154,PAYMENT,7307.93,C1139893474,0.0,0.0,M350803593,0.0,0.0,0,0,0.0,0.0,7307.93,7307.93,True,True,8.896852167200983,6,10
259,PAYMENT,7108.85,C850363724,112782.97,105674.12,M1415134343,0.0,0.0,0,0,-7108.850000000006,0.0,0.0,7108.85,False,True,8.869236425528328,10,19
323,CASH_IN,502062.52,C380731833,51555.0,553617.52,C1151312173,0.0,0.0,0,0,502062.52,0.0,1004125.04,502062.52,False,True,13.126481924533676,13,11
136,PAYMENT,377.98,C336646253,0.0,0.0,M1630519363,0.0,0.0,0,0,0.0,0.0,377.98,377.98,True,True,5.937483433241469,5,16
252,CASH_IN,38669.78,C1541646825,3163386.95,3202056.72,C849786788,864308.29,825638.52,0,0,38669.77000000002,-38669.77000000002,77339.54999999981,77339.55000000005,False,False,10.56283955507286,10,12
254,TRANSFER,510053.3,C273379425,7526.0,0.0,C1747249204,400324.71,910378.01,0,0,-7526.0,510053.3,502527.3,0.0,False,False,13.142272469621153,10,14
45,PAYMENT,6473.04,C502803758,41299.72,34826.68,M2030721506,0.0,0.0,0,0,-6473.040000000001,0.0,0.0,6473.04,False,True,8.775555613027498,1,21
15,PAYMENT,13822.6,C287942736,25796.0,11973.4,M877858264,0.0,0.0,0,0,-13822.6,0.0,0.0,13822.6,False,True,9.53413255544002,0,15
255,CASH_OUT,81976.99,C259259534,0.0,0.0,C2084787036,124541.57,206518.55,0,0,0.0,81976.97999999998,81976.99,0.0100000000093132,True,False,11.314206075582588,10,15
381,PAYMENT,5559.96,C1464744174,0.0,0.0,M74321929,0.0,0.0,0,0,0.0,0.0,5559.96,5559.96,True,True,8.623526034210787,15,21
140,PAYMENT,6680.84,C1909018405,0.0,0.0,M1772860067,0.0,0.0,0,0,0.0,0.0,6680.84,6680.84,True,True,8.80714867770335,5,20
375,PAYMENT,12261.57,C523354746,0.0,0.0,M1243337042,0.0,0.0,0,0,0.0,0.0,12261.57,12261.57,True,True,9.41430681231808,15,15
327,TRANSFER,6321120.73,C19775512,0.0,0.0,C915164343,9462205.05,15783325.78,0,0,0.0,6321120.729999999,6321120.73,1.862645149230957e-09,True,False,15.659407239297796,13,15
241,TRANSFER,3124238.51,C1462570234,0.0,0.0,C1233454027,6616561.08,9740799.59,0,0,0.0,3124238.51,3124238.51,0.0,True,False,14.954701454736568,10,1
236,PAYMENT,3705.49,C1996297228,0.0,0.0,M302226070,0.0,0.0,0,0,0.0,0.0,3705.49,3705.49,True,True,8.217840616130097,9,20
396,PAYMENT,6454.36,C1629792747,506836.65,500382.28,M77645973,0.0,0.0,0,0,-6454.369999999995,0.0,-0.0100000000093132,6454.36,False,True,8.772666072445986,16,12
235,TRANSFER,453979.26,C2138802018,0.0,0.0,C910207716,1084001.21,1537980.47,0,0,0.0,453979.26,453979.26,0.0,True,False,13.025808995901984,9,19
398,CASH_OUT,229428.85,C1722971247,0.0,0.0,C992110216,1226936.33,1456365.17,0,0,0.0,229428.83999999985,229428.85,0.0100000002421438,True,False,12.343352597269808,16,14
372,PAYMENT,2997.97,C955561697,0.0,0.0,M291586831,0.0,0.0,0,0,0.0,0.0,2997.97,2997.97,True,True,8.00602417536453,15,12
303,CASH_IN,137070.41,C1565462520,8792.0,145862.41,C1873997006,151658.24,14587.82,0,0,137070.41,-137070.41999999998,274140.82,274140.83,False,False,11.828257309887336,12,15
163,CASH_OUT,37108.79,C78570774,0.0,0.0,C1894895230,291560.35,328669.14,0,0,0.0,37108.79000000004,37108.79,-5.820766091346741e-11,True,False,10.52163609518657,6,19
41,CASH_IN,272985.77,C538210721,6736140.43,7009126.19,C1500215214,1019687.45,530687.06,0,0,272985.7600000007,-489000.3899999999,545971.5300000012,761986.1599999999,False,False,12.517178611454336,1,17
37,PAYMENT,8453.37,C1870557705,0.0,0.0,M350843407,0.0,0.0,0,0,0.0,0.0,8453.37,8453.37,True,True,9.042438746433511,1,13
19,PAYMENT,16632.3,C1262950132,0.0,0.0,M1981041665,0.0,0.0,0,0,0.0,0.0,16632.3,16632.3,True,True,9.719161989061476,0,19
183,PAYMENT,3993.96,C648097160,0.0,0.0,M993519788,0.0,0.0,0,0,0.0,0.0,3993.96,3993.96,True,True,8.292788845634606,7,15
238,CASH_OUT,168793.74,C107077312,53990.0,0.0,C557884650,1649294.53,1818088.27,0,0,-53990.0,168793.74,114803.74,0.0,False,False,12.036438699521035,9,22
9,PAYMENT,169.99,C967838558,0.0,0.0,M2036951791,0.0,0.0,0,0,0.0,0.0,169.99,169.99,True,True,5.141605075260502,0,9
178,PAYMENT,3357.29,C471940168,99759.0,96401.71,M426023281,0.0,0.0,0,0,-3357.2899999999936,0.0,0.0,3357.29,False,True,8.11918719483772,7,10
235,CASH_OUT,84709.85,C1545463754,62572.18,0.0,C622870452,2848932.61,2933642.46,0,0,-62572.18,84709.8500000001,22137.67000000001,0.0,False,False,11.3469989716097,9,19
157,CASH_OUT,106925.89,C319026072,0.0,0.0,C1064799002,268794.58,375720.47,0,0,0.0,106925.88999999996,106925.89,5.820766091346741e-11,True,False,11.579900608879973,6,13
369,CASH_OUT,269882.92,C1530646385,2382.0,0.0,C1180003951,0.0,450541.91,0,0,-2382.0,450541.91,267500.92,-180658.99,False,False,12.50574721960994,15,9
236,PAYMENT,4119.31,C1617919851,20.0,0.0,M130644819,0.0,0.0,0,0,-20.0,0.0,4099.31,4119.31,False,True,8.323683682231428,9,20
138,CASH_IN,182355.11,C1053588866,6968800.08,7151155.19,C1441370724,6299162.28,6116807.17,0,0,182355.11000000036,-182355.11000000036,364710.2200000007,364710.2200000007,False,False,12.113716702667528,5,18
403,CASH_OUT,260759.72,C1959552575,21250.0,0.0,C1938162982,0.0,260759.72,0,0,-21250.0,260759.72,239509.72,0.0,False,False,12.47135848419435,16,19
505,PAYMENT,7922.13,C1607978985,10418.0,2495.87,M510505636,0.0,0.0,0,0,-7922.13,0.0,0.0,7922.13,False,True,8.977541608756924,21,1
259,CASH_IN,25986.68,C360180832,754.0,26740.68,C1833323535,166531.84,140545.16,0,0,25986.68,-25986.679999999997,51973.36,51973.35999999999,False,False,10.165377858549208,10,19
355,PAYMENT,11981.04,C416044916,252.0,0.0,M1617702389,0.0,0.0,0,0,-252.0,0.0,11729.04,11981.04,False,True,9.391164140979145,14,19
351,PAYMENT,13496.18,C1109330341,101648.0,88151.82,M1582089025,0.0,0.0,0,0,-13496.179999999991,0.0,0.0,13496.18,False,True,9.510236053717309,14,15
193,PAYMENT,52660.39,C353489316,100628.0,47967.61,M1181066649,0.0,0.0,0,0,-52660.39,0.0,0.0,52660.39,False,True,10.871637828448236,8,1
378,PAYMENT,28694.63,C1639539392,0.0,0.0,M75169296,0.0,0.0,0,0,0.0,0.0,28694.63,28694.63,True,True,10.264500125345888,15,18
694,PAYMENT,20418.74,C1223907896,28726.0,8307.26,M1843793690,0.0,0.0,0,0,-20418.74,0.0,0.0,20418.74,False,True,9.924257359022514,28,22
162,CASH_OUT,268658.44,C1745660843,383897.0,115238.56,C299884411,552835.93,1458248.62,0,0,-268658.44,905412.69,0.0,-636754.25,False,False,12.501199834195864,6,18
17,PAYMENT,27496.76,C1407280468,0.0,0.0,M863075319,0.0,0.0,0,0,0.0,0.0,27496.76,27496.76,True,True,10.221859825791606,0,17
325,CASH_IN,698837.33,C1286329373,11955024.69,12653862.02,C461571832,1066450.55,367613.21,0,0,698837.3300000001,-698837.3400000001,1397674.66,1397674.67,False,False,13.457174706911209,13,13
306,CASH_OUT,445756.37,C603388603,143187.0,0.0,C1359558918,0.0,445756.37,0,0,-143187.0,445756.37,302569.37,0.0,False,False,13.007530069520278,12,18
302,CASH_OUT,82672.34,C1222533427,0.0,0.0,C1590571360,286034.86,451168.59,0,0,0.0,165133.73000000004,82672.34,-82461.39000000007,True,False,11.322652459027308,12,14
18,CASH_OUT,172838.06,C678820764,358010.0,185171.94,C1994908118,3019.17,175857.23,0,0,-172838.06,172838.06,0.0,0.0,False,False,12.06011615147519,0,18
229,PAYMENT,30444.21,C1846183816,0.0,0.0,M1131008263,0.0,0.0,0,0,0.0,0.0,30444.21,30444.21,True,True,10.323683953703236,9,13
256,TRANSFER,469459.47,C318477043,0.0,0.0,C1712200566,3603066.72,4072526.19,0,0,0.0,469459.4699999997,469459.47,4.656612873077393e-10,True,False,13.059339378132634,10,16
257,CASH_IN,173286.36,C643900873,21071.0,194357.36,C125038973,1172515.44,999229.08,0,0,173286.36,-173286.36,346572.72,346572.71999999986,False,False,12.062706535940368,10,17
205,TRANSFER,212788.38,C282134256,53367.0,0.0,C1444323659,0.0,212788.38,0,0,-53367.0,212788.38,159421.38,0.0,False,False,12.268058129189242,8,13
371,CASH_OUT,135836.21,C1646413392,0.0,0.0,C361761396,2583871.74,2719707.96,0,0,0.0,135836.21999999974,135836.21,-0.0099999997764825,True,False,11.819212462464993,15,11
21,PAYMENT,600.89,C1603743252,101562.0,100961.11,M1248070711,0.0,0.0,0,0,-600.8899999999994,0.0,0.0,600.89,False,True,6.400074704360219,0,21
44,PAYMENT,10444.66,C1333139919,135915.08,125470.42,M340079645,0.0,0.0,0,0,-10444.659999999987,0.0,0.0,10444.66,False,True,9.253941860122673,1,20
283,CASH_IN,147203.04,C806772451,10825638.47,10972841.51,C1651290339,298926.59,151723.55,0,0,147203.0399999991,-147203.04000000004,294406.0799999982,294406.08,False,False,11.89957493055246,11,19
393,PAYMENT,38066.26,C551906763,72109.0,34042.74,M1036361315,0.0,0.0,0,0,-38066.26,0.0,0.0,38066.26,False,True,10.547109874104484,16,9
308,CASH_OUT,255574.92,C1351604555,116202.0,0.0,C424200647,476722.57,732297.48,0,0,-116202.0,255574.91,139372.92,0.0100000000093132,False,False,12.451274787344843,12,20
215,PAYMENT,3536.98,C1382192414,2241.22,0.0,M1913523238,0.0,0.0,0,0,-2241.22,0.0,1295.7600000000002,3536.98,False,True,8.171311221792504,8,23
398,CASH_OUT,399651.98,C1233815651,0.0,0.0,C31064308,1805400.13,2562843.73,0,0,0.0,757443.6000000001,399651.98,-357791.6200000001,True,False,12.898351899550825,16,14
403,PAYMENT,19355.33,C971312477,12231.0,0.0,M1617207043,0.0,0.0,0,0,-12231.0,0.0,7124.330000000002,19355.33,False,True,9.870774776744938,16,19
230,PAYMENT,1188.95,C109846666,0.0,0.0,M1994337481,0.0,0.0,0,0,0.0,0.0,1188.95,1188.95,True,True,7.0816665684161215,9,14
204,PAYMENT,36566.89,C2018323645,0.0,0.0,M190223767,0.0,0.0,0,0,0.0,0.0,36566.89,36566.89,True,True,10.506925811912549,8,12
140,PAYMENT,10291.2,C637402403,208598.41,198307.2,M1382709610,0.0,0.0,0,0,-10291.209999999992,0.0,-0.0099999999802093,10291.2,False,True,9.23914160578181,5,20
302,CASH_OUT,242012.58,C423234069,0.0,0.0,C303484092,2659854.38,2869009.78,0,0,0.0,209155.3999999999,242012.58,32857.18000000017,True,False,12.396749119266875,12,14
281,CASH_IN,203937.51,C2041423524,7759729.27,7963666.78,C781689153,231769.24,27831.73,0,0,203937.5100000007,-203937.51,407875.0200000005,407875.02,False,False,12.225573805821114,11,17
227,PAYMENT,20216.0,C1483990059,0.0,0.0,M484236022,0.0,0.0,0,0,0.0,0.0,20216.0,20216.0,True,True,9.914279113614327,9,11
300,PAYMENT,23576.28,C473125802,677285.96,653709.69,M1401192261,0.0,0.0,0,0,-23576.27000000002,0.0,0.0100000000093132,23576.28,False,True,10.068038815444597,12,12
495,PAYMENT,11775.68,C1014389646,28806.09,17030.41,M180786620,0.0,0.0,0,0,-11775.68,0.0,0.0,11775.68,False,True,9.37387658386672,20,15
158,TRANSFER,1255665.07,C1920929687,53558.0,0.0,C710917456,8918.76,1264583.82,0,0,-53558.0,1255665.06,1202107.07,0.0100000000093132,False,False,14.043176722826768,6,14
260,CASH_IN,252633.39,C1880050661,500426.0,753059.39,C629842874,2359438.69,2106805.3,0,0,252633.39,-252633.39000000013,505266.78,505266.78000000026,False,False,12.439698623733106,10,20
204,PAYMENT,1903.33,C1554064149,48893.75,46990.42,M29777823,0.0,0.0,0,0,-1903.3300000000015,0.0,0.0,1903.33,False,True,7.551885519660982,8,12
34,CASH_OUT,261087.65,C1891481269,5598.0,0.0,C1652148079,1559804.4,1820892.05,0,0,-5598.0,261087.6500000001,255489.65,-2.3283064365386963e-10,False,False,12.472615283807484,1,10
228,CASH_OUT,346536.24,C391142184,0.0,0.0,C63464892,2800135.46,3146671.7,0,0,0.0,346536.2400000002,346536.24,0.0,True,False,12.755745566584572,9,12
40,CASH_IN,152664.91,C271544868,828785.83,981450.74,C553204039,0.0,0.0,0,0,152664.91000000003,0.0,305329.81999999995,152664.91,False,True,11.936007218084052,1,16
402,PAYMENT,3495.23,C1163145453,5163.86,1668.63,M1058222168,0.0,0.0,0,0,-3495.23,0.0,9.094947017729282e-13,3495.23,False,True,8.159440524085078,16,18
373,TRANSFER,217372.32,C1369638701,0.0,0.0,C1220410484,415889.96,633262.28,0,0,0.0,217372.32,217372.32,0.0,True,False,12.289371523047077,15,13
